Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
53,2025-03-17,,09:35:00,22566.1,,,,,2025-03-17,,09:36:00,22553.9,-165.75,,,0,-165.75,Exit Condition Met For Trade
53.1,2025-03-17,Monday,09:35:00,98.1,65,CE,22650.0,Buy,2025-03-17,Monday,09:36:00,92.6,-357.5,-5.606523955147809,2025-03-20,,,Exit Condition Met For Trade
53.2,2025-03-17,Monday,09:35:00,59.0,65,PE,22450.0,Buy,2025-03-17,Monday,09:36:00,61.95,191.75000000000017,5.000000000000004,2025-03-20,,,Target Hit
54,2025-03-18,,09:35:00,22678.7,,,,,2025-03-18,,09:36:00,22684.45,123.5,,,123.5,0,Exit Condition Met For Trade
54.1,2025-03-18,Tuesday,09:35:00,71.4,65,CE,22800.0,Buy,2025-03-18,Tuesday,09:36:00,72.85,94.24999999999926,2.030812324929956,2025-03-20,,,Target Hit
54.2,2025-03-18,Tuesday,09:35:00,71.8,65,PE,22600.0,Buy,2025-03-18,Tuesday,09:36:00,72.25,29.250000000000185,0.6267409470752129,2025-03-20,,,Exit Condition Met For Trade
55,2025-03-19,,09:35:00,22843.3,,,,,2025-03-19,,09:36:00,22821.85,221.0,,,221.0,0,Exit Condition Met For Trade
55.1,2025-03-19,Wednesday,09:35:00,45.0,65,CE,22950.0,Buy,2025-03-19,Wednesday,09:36:00,45.9,58.49999999999991,1.999999999999997,2025-03-20,,,Target Hit
55.2,2025-03-19,Wednesday,09:35:00,50.4,65,PE,22750.0,Buy,2025-03-19,Wednesday,09:36:00,52.9,162.5,4.9603174603174605,2025-03-20,,,Target Hit
56,2025-03-20,,09:35:00,23065.65,,,,,2025-03-20,,09:36:00,23069.15,104.0,,,104.0,0,Exit Condition Met For Trade
56.1,2025-03-20,Thursday,09:35:00,21.9,65,CE,23150.0,Buy,2025-03-20,Thursday,09:36:00,22.6,45.500000000000185,3.1963470319634837,2025-03-20,,,Target Hit
56.2,2025-03-20,Thursday,09:35:00,18.2,65,PE,22950.0,Buy,2025-03-20,Thursday,09:36:00,19.1,58.50000000000014,4.945054945054957,2025-03-20,,,Target Hit
57,2025-03-21,,09:35:00,23225.6,,,,,2025-03-21,,09:36:00,23226.85,65.0,,,65.0,0,Exit Condition Met For Trade
57.1,2025-03-21,Friday,09:35:00,81.1,65,CE,23350.0,Buy,2025-03-21,Friday,09:36:00,82.1,65.0,1.2330456226880395,2025-03-27,,,Exit Condition Met For Trade
57.2,2025-03-21,Friday,09:35:00,92.1,65,PE,23150.0,Buy,2025-03-21,Friday,09:36:00,92.1,0.0,0.0,2025-03-27,,,Exit Condition Met For Trade
58,2025-03-24,,09:35:00,23454.9,,,,,2025-03-24,,09:36:00,23470.65,-201.5,,,0,-201.5,Exit Condition Met For Trade
58.1,2025-03-24,Monday,09:35:00,90.35,65,CE,23550.0,Buy,2025-03-24,Monday,09:36:00,92.15,117.00000000000074,1.992252351964595,2025-03-27,,,Target Hit
58.2,2025-03-24,Monday,09:35:00,85.7,65,PE,23350.0,Buy,2025-03-24,Monday,09:36:00,80.8,-318.50000000000034,-5.7176196032672175,2025-03-27,,,Exit Condition Met For Trade
59,2025-03-25,,09:35:00,23760.0,,,,,2025-03-25,,09:36:00,23761.9,-39.0,,,0,-39.0,Exit Condition Met For Trade
59.1,2025-03-25,Tuesday,09:35:00,102.6,65,CE,23850.0,Buy,2025-03-25,Tuesday,09:36:00,102.2,-25.999999999999446,-0.3898635477582763,2025-03-27,,,Exit Condition Met For Trade
59.2,2025-03-25,Tuesday,09:35:00,84.7,65,PE,23650.0,Buy,2025-03-25,Tuesday,09:36:00,84.5,-13.000000000000185,-0.23612750885478492,2025-03-27,,,Exit Condition Met For Trade
60,2025-03-26,,09:35:00,23684.15,,,,,2025-03-26,,09:36:00,23668.6,-169.0,,,0,-169.0,Exit Condition Met For Trade
60.1,2025-03-26,Wednesday,09:35:00,53.4,65,CE,23800.0,Buy,2025-03-26,Wednesday,09:36:00,47.75,-367.2499999999999,-10.580524344569287,2025-03-27,,,Exit Condition Met For Trade
60.2,2025-03-26,Wednesday,09:35:00,61.15,65,PE,23600.0,Buy,2025-03-26,Wednesday,09:36:00,64.2,198.25000000000028,4.987735077677849,2025-03-27,,,Target Hit
61,2025-03-27,,09:35:00,23525.5,,,,,2025-03-27,,09:36:00,23522.4,136.5,,,136.5,0,Exit Condition Met For Trade
61.1,2025-03-27,Thursday,09:35:00,19.65,65,CE,23650.0,Buy,2025-03-27,Thursday,09:36:00,20.05,26.00000000000014,2.0356234096692223,2025-03-27,,,Target Hit
61.2,2025-03-27,Thursday,09:35:00,33.55,65,PE,23450.0,Buy,2025-03-27,Thursday,09:36:00,35.25,110.50000000000018,5.067064083457535,2025-03-27,,,Target Hit
62,2025-03-28,,09:35:00,23543.3,,,,,2025-03-28,,09:37:00,23519.75,-318.5,,,0,-318.5,Exit Condition Met For Trade
62.1,2025-03-28,Friday,09:35:00,109.1,65,CE,23650.0,Buy,2025-03-28,Friday,09:37:00,99.0,-656.4999999999997,-9.257561869844174,2025-04-03,,,Exit Condition Met For Trade
62.2,2025-03-28,Friday,09:35:00,103.6,65,PE,23450.0,Buy,2025-03-28,Friday,09:36:00,108.8,338.00000000000017,5.019305019305022,2025-04-03,,,Target Hit
63,2025-04-01,,09:35:00,23514.4,,,,,2025-04-01,,09:36:00,23509.25,-45.5,,,0,-45.5,Exit Condition Met For Trade
63.1,2025-04-01,Tuesday,09:35:00,69.75,65,CE,23600.0,Buy,2025-04-01,Tuesday,09:36:00,66.05,-240.50000000000017,-5.304659498207889,2025-04-03,,,Exit Condition Met For Trade
63.2,2025-04-01,Tuesday,09:35:00,60.0,65,PE,23400.0,Buy,2025-04-01,Tuesday,09:36:00,63.0,195.0,5.0,2025-04-03,,,Target Hit
64,2025-04-02,,09:35:00,23279.05,,,,,2025-04-02,,09:36:00,23283.65,250.25,,,250.25,0,Exit Condition Met For Trade
64.1,2025-04-02,Wednesday,09:35:00,49.8,65,CE,23400.0,Buy,2025-04-02,Wednesday,09:36:00,50.8,65.0,2.0080321285140563,2025-04-03,,,Target Hit
64.2,2025-04-02,Wednesday,09:35:00,57.35,65,PE,23200.0,Buy,2025-04-02,Wednesday,09:36:00,60.2,185.25000000000009,4.969485614646906,2025-04-03,,,Target Hit
65,2025-04-03,,09:35:00,23266.9,,,,,2025-04-03,,09:36:00,23270.3,71.5,,,71.5,0,Exit Condition Met For Trade
65.1,2025-04-03,Thursday,09:35:00,13.1,65,CE,23350.0,Buy,2025-04-03,Thursday,09:36:00,13.35,16.25,1.9083969465648856,2025-04-03,,,Target Hit
65.2,2025-04-03,Thursday,09:35:00,16.9,65,PE,23150.0,Buy,2025-04-03,Thursday,09:36:00,17.75,55.25000000000009,5.029585798816577,2025-04-03,,,Target Hit
66,2025-04-04,,09:35:00,23118.8,,,,,2025-04-04,,09:36:00,23114.75,162.5,,,162.5,0,Exit Condition Met For Trade
66.1,2025-04-04,Friday,09:35:00,110.95,65,CE,23200.0,Buy,2025-04-04,Friday,09:36:00,108.2,-178.75,-2.4785939612438033,2025-04-09,,,Exit Condition Met For Trade
66.2,2025-04-04,Friday,09:35:00,104.6,65,PE,23000.0,Buy,2025-04-04,Friday,09:36:00,109.85,341.25,5.019120458891013,2025-04-09,,,Target Hit
67,2025-04-07,,09:35:00,22141.75,,,,,2025-04-07,,09:36:00,22092.85,-893.75,,,0,-893.75,Exit Condition Met For Trade
67.1,2025-04-07,Monday,09:35:00,240.45,65,CE,22250.0,Buy,2025-04-07,Monday,09:36:00,215.45,-1625.0,-10.397171969224372,2025-04-09,,,Stop Loss Hit
67.2,2025-04-07,Monday,09:35:00,224.75,65,PE,22050.0,Buy,2025-04-07,Monday,09:36:00,236.0,731.25,5.005561735261401,2025-04-09,,,Target Hit
68,2025-04-08,,09:35:00,22518.9,,,,,2025-04-08,,09:36:00,22513.45,507.0,,,507.0,0,Exit Condition Met For Trade
68.1,2025-04-08,Tuesday,09:35:00,112.2,65,CE,22600.0,Buy,2025-04-08,Tuesday,09:36:00,114.45,146.25,2.0053475935828877,2025-04-09,,,Target Hit
68.2,2025-04-08,Tuesday,09:35:00,111.1,65,PE,22400.0,Buy,2025-04-08,Tuesday,09:36:00,116.65,360.75000000000074,4.995499549955006,2025-04-09,,,Target Hit
69,2025-04-09,,09:35:00,22410.7,,,,,2025-04-09,,09:36:00,22414.55,214.5,,,214.5,0,Exit Condition Met For Trade
69.1,2025-04-09,Wednesday,09:35:00,48.25,65,CE,22500.0,Buy,2025-04-09,Wednesday,09:36:00,49.2,61.750000000000185,1.9689119170984515,2025-04-09,,,Target Hit
69.2,2025-04-09,Wednesday,09:35:00,41.4,65,PE,22300.0,Buy,2025-04-09,Wednesday,09:36:00,43.75,152.75000000000009,5.676328502415463,2025-04-09,,,Target Hit
70,2025-04-11,,09:35:00,22794.2,,,,,2025-04-11,,09:36:00,22794.2,308.75,,,308.75,0,Exit Condition Met For Trade
70.1,2025-04-11,Friday,09:35:00,199.45,65,CE,22900.0,Buy,2025-04-11,Friday,09:36:00,200.0,35.75000000000074,0.27575833542241734,2025-04-17,,,Exit Condition Met For Trade
70.2,2025-04-11,Friday,09:35:00,171.6,65,PE,22700.0,Buy,2025-04-11,Friday,09:36:00,175.8,273.00000000000114,2.4475524475524577,2025-04-17,,,Exit Condition Met For Trade
71,2025-04-15,,09:35:00,23267.4,,,,,2025-04-15,,09:36:00,23279.1,-221.0,,,0,-221.0,Exit Condition Met For Trade
71.1,2025-04-15,Tuesday,09:35:00,102.55,65,CE,23350.0,Buy,2025-04-15,Tuesday,09:36:00,104.6,133.24999999999983,1.9990248659190613,2025-04-17,,,Target Hit
71.2,2025-04-15,Tuesday,09:35:00,86.7,65,PE,23150.0,Buy,2025-04-15,Tuesday,09:36:00,81.25,-354.25000000000017,-6.2860438292964265,2025-04-17,,,Exit Condition Met For Trade
72,2025-04-16,,09:35:00,23336.55,,,,,2025-04-16,,09:36:00,23333.8,104.0,,,104.0,0,Exit Condition Met For Trade
72.1,2025-04-16,Wednesday,09:35:00,22.95,65,CE,23450.0,Buy,2025-04-16,Wednesday,09:36:00,23.4,29.249999999999954,1.9607843137254872,2025-04-17,,,Target Hit
72.2,2025-04-16,Wednesday,09:35:00,39.7,65,PE,23250.0,Buy,2025-04-16,Wednesday,09:36:00,40.85,74.74999999999991,2.8967254408060414,2025-04-17,,,Exit Condition Met For Trade
73,2025-04-17,,09:35:00,23319.85,,,,,2025-04-17,,09:36:00,23324.75,91.0,,,91.0,0,Exit Condition Met For Trade
73.1,2025-04-17,Thursday,09:35:00,22.8,65,CE,23400.0,Buy,2025-04-17,Thursday,09:36:00,23.25,29.249999999999954,1.9736842105263126,2025-04-17,,,Target Hit
73.2,2025-04-17,Thursday,09:35:00,19.2,65,PE,23200.0,Buy,2025-04-17,Thursday,09:36:00,20.15,61.74999999999996,4.947916666666663,2025-04-17,,,Target Hit
74,2025-04-21,,09:35:00,23983.15,,,,,2025-04-21,,09:36:00,23988.45,234.0,,,234.0,0,Exit Condition Met For Trade
74.1,2025-04-21,Monday,09:35:00,102.25,65,CE,24100.0,Buy,2025-04-21,Monday,09:36:00,104.95,175.50000000000017,2.6405867970660175,2025-04-24,,,Target Hit
74.2,2025-04-21,Monday,09:35:00,136.85,65,PE,23900.0,Buy,2025-04-21,Monday,09:36:00,137.75,58.50000000000037,0.657654366094268,2025-04-24,,,Exit Condition Met For Trade
75,2025-04-22,,09:35:00,24168.5,,,,,2025-04-22,,09:36:00,24175.15,-78.0,,,0,-78.0,Exit Condition Met For Trade
75.1,2025-04-22,Tuesday,09:35:00,71.15,65,CE,24250.0,Buy,2025-04-22,Tuesday,09:36:00,72.55,90.99999999999945,1.9676739283204376,2025-04-24,,,Target Hit
75.2,2025-04-22,Tuesday,09:35:00,63.2,65,PE,24050.0,Buy,2025-04-22,Tuesday,09:36:00,60.6,-169.00000000000009,-4.113924050632913,2025-04-24,,,Exit Condition Met For Trade
76,2025-04-23,,09:35:00,24285.85,,,,,2025-04-23,,09:36:00,24270.55,247.0,,,247.0,0,Exit Condition Met For Trade
76.1,2025-04-23,Wednesday,09:35:00,43.5,65,CE,24400.0,Buy,2025-04-23,Wednesday,09:36:00,44.35,55.25000000000009,1.9540229885057503,2025-04-24,,,Target Hit
76.2,2025-04-23,Wednesday,09:35:00,59.05,65,PE,24200.0,Buy,2025-04-23,Wednesday,09:36:00,62.0,191.75000000000017,4.995766299745983,2025-04-24,,,Target Hit
77,2025-04-24,,09:35:00,24319.3,,,,,2025-04-24,,09:36:00,24345.45,204.75,,,204.75,0,Exit Condition Met For Trade
77.1,2025-04-24,Thursday,09:35:00,25.6,65,CE,24400.0,Buy,2025-04-24,Thursday,09:36:00,28.15,165.74999999999983,9.960937499999988,2025-04-24,,,Target Hit
77.2,2025-04-24,Thursday,09:35:00,11.7,65,PE,24200.0,Buy,2025-04-24,Thursday,09:36:00,12.3,39.00000000000009,5.128205128205141,2025-04-24,,,Target Hit
78,2025-04-25,,09:35:00,24280.05,,,,,2025-04-25,,09:36:00,24276.95,611.0,,,611.0,0,Exit Condition Met For Trade
78.1,2025-04-25,Friday,09:35:00,129.45,65,CE,24400.0,Buy,2025-04-25,Friday,09:36:00,132.05,169.00000000000148,2.008497489378156,2025-04-30,,,Target Hit
78.2,2025-04-25,Friday,09:35:00,135.9,65,PE,24200.0,Buy,2025-04-25,Friday,09:36:00,142.7,441.99999999999886,5.003679175864594,2025-04-30,,,Target Hit
79,2025-04-28,,09:35:00,24184.3,,,,,2025-04-28,,09:36:00,24180.65,370.5,,,370.5,0,Exit Condition Met For Trade
79.1,2025-04-28,Monday,09:35:00,86.1,65,CE,24300.0,Buy,2025-04-28,Monday,09:36:00,87.8,110.50000000000018,1.974448315911734,2025-04-30,,,Target Hit
79.2,2025-04-28,Monday,09:35:00,79.7,65,PE,24100.0,Buy,2025-04-28,Monday,09:36:00,83.7,260.0,5.018820577164366,2025-04-30,,,Target Hit
80,2025-04-29,,09:35:00,24440.2,,,,,2025-04-29,,09:37:00,24411.35,-162.5,,,3.25,-162.5,Exit Condition Met For Trade
80.1,2025-04-29,Tuesday,09:35:00,36.95,65,CE,24550.0,Buy,2025-04-29,Tuesday,09:37:00,32.1,-315.2500000000001,-13.125845737483088,2025-04-30,,,Exit Condition Met For Trade
80.2,2025-04-29,Tuesday,09:35:00,47.05,65,PE,24350.0,Buy,2025-04-29,Tuesday,09:36:00,49.4,152.75000000000009,4.994686503719451,2025-04-30,,,Target Hit
81,2025-04-30,,09:35:00,24338.05,,,,,2025-04-30,,09:36:00,24331.35,52.0,,,52.0,0,Exit Condition Met For Trade
81.1,2025-04-30,Wednesday,09:35:00,9.55,65,CE,24450.0,Buy,2025-04-30,Wednesday,09:36:00,9.75,12.999999999999954,2.0942408376963275,2025-04-30,,,Target Hit
81.2,2025-04-30,Wednesday,09:35:00,12.35,65,PE,24250.0,Buy,2025-04-30,Wednesday,09:36:00,12.95,38.99999999999998,4.858299595141697,2025-04-30,,,Target Hit
82,2025-05-02,,09:35:00,24525.0,,,,,2025-05-02,,09:36:00,24520.9,-120.25,,,0,-120.25,Exit Condition Met For Trade
82.1,2025-05-02,Friday,09:35:00,148.65,65,CE,24650.0,Buy,2025-05-02,Friday,09:36:00,144.75,-253.50000000000037,-2.6236125126135255,2025-05-08,,,Exit Condition Met For Trade
82.2,2025-05-02,Friday,09:35:00,136.2,65,PE,24450.0,Buy,2025-05-02,Friday,09:36:00,138.25,133.25000000000074,1.5051395007342228,2025-05-08,,,Exit Condition Met For Trade
83,2025-05-05,,09:35:00,24414.05,,,,,2025-05-05,,09:36:00,24429.6,-214.5,,,0,-214.5,Exit Condition Met For Trade
83.1,2025-05-05,Monday,09:35:00,99.1,65,CE,24500.0,Buy,2025-05-05,Monday,09:36:00,101.1,130.0,2.0181634712411705,2025-05-08,,,Target Hit
83.2,2025-05-05,Monday,09:35:00,101.9,65,PE,24300.0,Buy,2025-05-05,Monday,09:36:00,96.6,-344.50000000000074,-5.20117762512268,2025-05-08,,,Exit Condition Met For Trade
84,2025-05-06,,09:35:00,24470.35,,,,,2025-05-06,,09:36:00,24472.75,-19.5,,,0,-19.5,Exit Condition Met For Trade
84.1,2025-05-06,Tuesday,09:35:00,46.0,65,CE,24550.0,Buy,2025-05-06,Tuesday,09:36:00,46.9,58.49999999999991,1.9565217391304317,2025-05-08,,,Target Hit
84.2,2025-05-06,Tuesday,09:35:00,45.4,65,PE,24350.0,Buy,2025-05-06,Tuesday,09:36:00,44.2,-77.99999999999972,-2.6431718061673917,2025-05-08,,,Exit Condition Met For Trade
85,2025-05-07,,09:35:00,24447.4,,,,,2025-05-07,,09:36:00,24448.45,71.5,,,71.5,0,Exit Condition Met For Trade
85.1,2025-05-07,Wednesday,09:35:00,46.5,65,CE,24550.0,Buy,2025-05-07,Wednesday,09:36:00,47.45,61.750000000000185,2.0430107526881782,2025-05-08,,,Target Hit
85.2,2025-05-07,Wednesday,09:35:00,65.2,65,PE,24350.0,Buy,2025-05-07,Wednesday,09:36:00,65.35,9.749999999999446,0.23006134969323844,2025-05-08,,,Exit Condition Met For Trade
86,2025-05-08,,09:35:00,24381.8,,,,,2025-05-08,,09:36:00,24382.55,-13.0,,,0,-13.0,Exit Condition Met For Trade
86.1,2025-05-08,Thursday,09:35:00,6.85,65,CE,24500.0,Buy,2025-05-08,Thursday,09:36:00,7.0,9.750000000000023,2.1897810218978155,2025-05-08,,,Target Hit
86.2,2025-05-08,Thursday,09:35:00,12.7,65,PE,24300.0,Buy,2025-05-08,Thursday,09:36:00,12.35,-22.74999999999998,-2.755905511811021,2025-05-08,,,Exit Condition Met For Trade
87,2025-05-09,,09:35:00,24047.0,,,,,2025-05-09,,09:36:00,24050.35,351.0,,,351.0,0,Exit Condition Met For Trade
87.1,2025-05-09,Friday,09:35:00,197.5,65,CE,24150.0,Buy,2025-05-09,Friday,09:36:00,201.45,256.74999999999926,1.9999999999999942,2025-05-15,,,Target Hit
87.2,2025-05-09,Friday,09:35:00,234.65,65,PE,23950.0,Buy,2025-05-09,Friday,09:36:00,236.1,94.24999999999926,0.6179416151715272,2025-05-15,,,Exit Condition Met For Trade
88,2025-05-12,,09:35:00,24618.65,,,,,2025-05-12,,09:36:00,24621.6,282.75,,,282.75,0,Exit Condition Met For Trade
88.1,2025-05-12,Monday,09:35:00,114.15,65,CE,24700.0,Buy,2025-05-12,Monday,09:36:00,116.45,149.49999999999983,2.0148926850635105,2025-05-15,,,Target Hit
88.2,2025-05-12,Monday,09:35:00,97.75,65,PE,24500.0,Buy,2025-05-12,Monday,09:36:00,99.8,133.24999999999983,2.0971867007672604,2025-05-15,,,Exit Condition Met For Trade
89,2025-05-13,,09:35:00,24743.25,,,,,2025-05-13,,09:36:00,24773.7,-702.0,,,0,-702.0,Exit Condition Met For Trade
89.1,2025-05-13,Tuesday,09:35:00,139.3,65,CE,24850.0,Buy,2025-05-13,Tuesday,09:36:00,142.1,181.9999999999989,2.010050251256269,2025-05-15,,,Target Hit
89.2,2025-05-13,Tuesday,09:35:00,154.5,65,PE,24650.0,Buy,2025-05-13,Tuesday,09:36:00,140.9,-883.9999999999997,-8.80258899676375,2025-05-15,,,Exit Condition Met For Trade
90,2025-05-14,,09:35:00,24666.25,,,,,2025-05-14,,09:36:00,24680.0,360.75,,,360.75,0,Exit Condition Met For Trade
90.1,2025-05-14,Wednesday,09:35:00,73.35,65,CE,24750.0,Buy,2025-05-14,Wednesday,09:36:00,74.9,100.75000000000074,2.113156100886178,2025-05-15,,,Target Hit
90.2,2025-05-14,Wednesday,09:35:00,80.4,65,PE,24550.0,Buy,2025-05-14,Wednesday,09:36:00,84.4,260.0,4.975124378109452,2025-05-15,,,Target Hit
91,2025-05-15,,09:35:00,24596.3,,,,,2025-05-15,,09:36:00,24574.5,175.5,,,175.5,0,Exit Condition Met For Trade
91.1,2025-05-15,Thursday,09:35:00,24.3,65,CE,24700.0,Buy,2025-05-15,Thursday,09:36:00,24.8,32.5,2.05761316872428,2025-05-15,,,Target Hit
91.2,2025-05-15,Thursday,09:35:00,30.1,65,PE,24500.0,Buy,2025-05-15,Thursday,09:36:00,32.3,142.99999999999972,7.30897009966776,2025-05-15,,,Target Hit
92,2025-05-16,,09:35:00,25009.3,,,,,2025-05-16,,09:36:00,25021.25,-247.0,,,0,-247.0,Exit Condition Met For Trade
92.1,2025-05-16,Friday,09:35:00,151.35,65,CE,25100.0,Buy,2025-05-16,Friday,09:36:00,154.4,198.25000000000074,2.015196564255046,2025-05-22,,,Target Hit
92.2,2025-05-16,Friday,09:35:00,139.55,65,PE,24900.0,Buy,2025-05-16,Friday,09:36:00,132.7,-445.2500000000015,-4.9086348978860785,2025-05-22,,,Exit Condition Met For Trade
93,2025-05-19,,09:35:00,25032.9,,,,,2025-05-19,,09:36:00,25020.45,-87.75,,,0,-87.75,Exit Condition Met For Trade
93.1,2025-05-19,Monday,09:35:00,120.0,65,CE,25150.0,Buy,2025-05-19,Monday,09:36:00,113.6,-416.00000000000034,-5.333333333333338,2025-05-22,,,Exit Condition Met For Trade
93.2,2025-05-19,Monday,09:35:00,132.85,65,PE,24950.0,Buy,2025-05-19,Monday,09:36:00,137.9,328.25000000000074,3.8012796386902608,2025-05-22,,,Exit Condition Met For Trade
94,2025-05-20,,09:35:00,24935.55,,,,,2025-05-20,,09:36:00,24935.6,126.75,,,126.75,0,Exit Condition Met For Trade
94.1,2025-05-20,Tuesday,09:35:00,82.8,65,CE,25050.0,Buy,2025-05-20,Tuesday,09:36:00,84.45,107.25000000000037,1.9927536231884126,2025-05-22,,,Target Hit
94.2,2025-05-20,Tuesday,09:35:00,91.7,65,PE,24850.0,Buy,2025-05-20,Tuesday,09:36:00,92.0,19.499999999999815,0.327153762268263,2025-05-22,,,Exit Condition Met For Trade
95,2025-05-21,,09:35:00,24771.75,,,,,2025-05-21,,09:36:00,24772.85,256.75,,,256.75,0,Exit Condition Met For Trade
95.1,2025-05-21,Wednesday,09:35:00,92.9,65,CE,24850.0,Buy,2025-05-21,Wednesday,09:36:00,94.75,120.24999999999963,1.9913885898815868,2025-05-22,,,Target Hit
95.2,2025-05-21,Wednesday,09:35:00,68.05,65,PE,24650.0,Buy,2025-05-21,Wednesday,09:36:00,70.15,136.50000000000057,3.0859662013225697,2025-05-22,,,Exit Condition Met For Trade
96,2025-05-22,,09:35:00,24548.95,,,,,2025-05-22,,09:36:00,24575.3,169.0,,,169.0,0,Exit Condition Met For Trade
96.1,2025-05-22,Thursday,09:35:00,39.7,65,CE,24650.0,Buy,2025-05-22,Thursday,09:36:00,40.5,51.999999999999815,2.015113350125937,2025-05-22,,,Target Hit
96.2,2025-05-22,Thursday,09:35:00,36.1,65,PE,24450.0,Buy,2025-05-22,Thursday,09:36:00,37.9,116.99999999999982,4.986149584487527,2025-05-22,,,Target Hit
97,2025-05-23,,09:35:00,24746.9,,,,,2025-05-23,,09:36:00,24755.35,-55.25,,,0,-55.25,Exit Condition Met For Trade
97.1,2025-05-23,Friday,09:35:00,159.75,65,CE,24850.0,Buy,2025-05-23,Friday,09:36:00,162.95,207.99999999999926,2.003129890453827,2025-05-29,,,Target Hit
97.2,2025-05-23,Friday,09:35:00,141.15,65,PE,24650.0,Buy,2025-05-23,Friday,09:36:00,137.1,-263.25000000000074,-2.869287991498414,2025-05-29,,,Exit Condition Met For Trade
98,2025-05-26,,09:35:00,25044.9,,,,,2025-05-26,,09:36:00,25046.3,-276.25,,,0,-276.25,Exit Condition Met For Trade
98.1,2025-05-26,Monday,09:35:00,172.0,65,CE,25150.0,Buy,2025-05-26,Monday,09:36:00,169.9,-136.49999999999963,-1.2209302325581362,2025-05-29,,,Exit Condition Met For Trade
98.2,2025-05-26,Monday,09:35:00,144.8,65,PE,24950.0,Buy,2025-05-26,Monday,09:36:00,142.65,-139.75000000000037,-1.484806629834258,2025-05-29,,,Exit Condition Met For Trade
99,2025-05-27,,09:35:00,24810.55,,,,,2025-05-27,,09:36:00,24809.1,354.25,,,354.25,0,Exit Condition Met For Trade
99.1,2025-05-27,Tuesday,09:35:00,182.55,65,CE,24900.0,Buy,2025-05-27,Tuesday,09:36:00,186.2,237.24999999999852,1.999452204875364,2025-05-29,,,Target Hit
99.2,2025-05-27,Tuesday,09:35:00,156.4,65,PE,24700.0,Buy,2025-05-27,Tuesday,09:36:00,158.2,116.99999999999889,1.1508951406649508,2025-05-29,,,Exit Condition Met For Trade
100,2025-05-28,,09:35:00,24766.2,,,,,2025-05-28,,09:36:00,24783.95,-679.25,,,0,-679.25,Exit Condition Met For Trade
100.1,2025-05-28,Wednesday,09:35:00,147.4,65,CE,24850.0,Buy,2025-05-28,Wednesday,09:36:00,150.35,191.74999999999926,2.001356852103113,2025-05-29,,,Target Hit
100.2,2025-05-28,Wednesday,09:35:00,119.85,65,PE,24650.0,Buy,2025-05-28,Wednesday,09:36:00,106.45,-870.9999999999994,-11.180642469753852,2025-05-29,,,Exit Condition Met For Trade
101,2025-05-29,,09:35:00,24803.5,,,,,2025-05-29,,09:36:00,24807.95,84.5,,,84.5,0,Exit Condition Met For Trade
101.1,2025-05-29,Thursday,09:35:00,18.35,65,CE,24900.0,Buy,2025-05-29,Thursday,09:36:00,18.85,32.5,2.7247956403269753,2025-05-29,,,Target Hit
101.2,2025-05-29,Thursday,09:35:00,16.05,65,PE,24700.0,Buy,2025-05-29,Thursday,09:36:00,16.85,52.00000000000004,4.984423676012465,2025-05-29,,,Target Hit
102,2025-05-30,,09:35:00,24826.75,,,,,2025-05-30,,09:36:00,24814.1,-126.75,,,0,-126.75,Exit Condition Met For Trade
102.1,2025-05-30,Friday,09:35:00,169.5,65,CE,24950.0,Buy,2025-05-30,Friday,09:36:00,162.45,-458.25000000000074,-4.159292035398237,2025-06-05,,,Exit Condition Met For Trade
102.2,2025-05-30,Friday,09:35:00,156.2,65,PE,24750.0,Buy,2025-05-30,Friday,09:36:00,161.3,331.5000000000015,3.265044814340604,2025-06-05,,,Exit Condition Met For Trade
103,2025-06-02,,09:35:00,24540.5,,,,,2025-06-02,,09:36:00,24547.25,-438.75,,,0,-438.75,Exit Condition Met For Trade
103.1,2025-06-02,Monday,09:35:00,139.8,65,CE,24650.0,Buy,2025-06-02,Monday,09:36:00,139.9,6.4999999999996305,0.07153075822603312,2025-06-05,,,Exit Condition Met For Trade
103.2,2025-06-02,Monday,09:35:00,155.45,65,PE,24450.0,Buy,2025-06-02,Monday,09:36:00,148.6,-445.24999999999966,-4.406561595368283,2025-06-05,,,Exit Condition Met For Trade
104,2025-06-03,,09:35:00,24627.05,,,,,2025-06-03,,09:36:00,24639.6,-315.25,,,0,-315.25,Exit Condition Met For Trade
104.1,2025-06-03,Tuesday,09:35:00,177.05,65,CE,24750.0,Buy,2025-06-03,Tuesday,09:36:00,180.6,230.7499999999989,2.005083309799482,2025-06-05,,,Target Hit
104.2,2025-06-03,Tuesday,09:35:00,177.8,65,PE,24550.0,Buy,2025-06-03,Tuesday,09:36:00,169.4,-546.0000000000003,-4.724409448818901,2025-06-05,,,Exit Condition Met For Trade
105,2025-06-04,,09:35:00,24560.65,,,,,2025-06-04,,09:36:00,24550.3,-32.5,,,0,-32.5,Exit Condition Met For Trade
105.1,2025-06-04,Wednesday,09:35:00,65.5,65,CE,24650.0,Buy,2025-06-04,Wednesday,09:36:00,62.4,-201.50000000000009,-4.732824427480918,2025-06-05,,,Exit Condition Met For Trade
